id,System.Title,System.State,System.CreatedDate,System.ChangedDate,System.AssignedTo
630,Update front-end library versions,New,2024-12-27T03:24:58.407Z,2024-12-28T20:16:15.07Z,
631,Add input validation for form Z,New,2024-12-27T03:24:58.993Z,2024-12-28T20:16:16.297Z,
632,Fix race condition in thread management,New,2024-12-27T03:24:59.38Z,2024-12-28T20:16:17.527Z,
633,Document deployment process,New,2024-12-27T03:24:59.917Z,2024-12-28T20:16:18.77Z,
634,Set up logging for analytics,New,2024-12-27T03:25:00.963Z,2024-12-28T20:16:20.01Z,
635,Implement pagination in results,New,2024-12-27T03:25:01.303Z,2024-12-28T20:16:21.217Z,
636,Add unit tests for new feature,New,2024-12-27T03:25:01.513Z,2024-12-28T20:16:22.42Z,
637,Optimize image loading,New,2024-12-27T03:25:01.687Z,2024-12-28T20:16:23.693Z,
638,Refactor user authentication module,New,2024-12-27T03:25:01.85Z,2024-12-28T20:16:24.88Z,
639,Integrate payment gateway,New,2024-12-27T03:25:03.04Z,2024-12-28T20:16:26.057Z,
640,Resolve merge conflicts,New,2024-12-27T03:25:03.81Z,2024-12-28T20:16:27.26Z,
641,Fix session expiration issue,New,2024-12-27T03:25:04.497Z,2024-12-28T20:16:28.487Z,
642,Redesign homepage layout,New,2024-12-27T03:25:04.893Z,2024-12-28T20:16:29.737Z,
643,Fix alignment issues in mobile view,New,2024-12-27T03:25:05.263Z,2024-12-28T20:16:30.953Z,
644,Add unit tests for new feature,New,2024-12-27T03:25:06.607Z,2024-12-28T20:16:32.38Z,
645,Improve UI responsiveness,New,2024-12-27T03:25:07.46Z,2024-12-28T20:16:33.653Z,
646,Implement pagination in results,New,2024-12-27T03:25:08.347Z,2024-12-28T20:16:34.84Z,
647,Configure CI/CD pipeline,New,2024-12-27T03:25:09.573Z,2024-12-28T20:16:36.08Z,
648,Add unit tests for new feature,New,2024-12-27T03:25:10.61Z,2024-12-28T20:16:37.313Z,
649,Implement caching for API,New,2024-12-27T03:25:10.793Z,2024-12-28T20:16:38.537Z,
650,Update translations for new language,New,2024-12-27T03:25:11.31Z,2024-12-28T20:16:39.733Z,
651,Implement pagination in results,New,2024-12-27T03:25:11.653Z,2024-12-28T20:16:40.923Z,
652,Optimize image loading,New,2024-12-27T03:25:12.023Z,2024-12-28T20:16:42.123Z,
653,Integrate payment gateway,New,2024-12-27T03:25:12.21Z,2024-12-28T20:16:43.323Z,
654,Add input validation for form Z,New,2024-12-27T03:25:13.67Z,2024-12-28T20:16:44.56Z,
655,Update front-end library versions,New,2024-12-27T03:25:14.153Z,2024-12-28T20:16:45.77Z,
656,Fix memory leak in module X,New,2024-12-27T03:25:15.927Z,2024-12-28T20:16:46.96Z,
657,Optimize database queries,New,2024-12-27T03:25:16.707Z,2024-12-28T20:16:48.133Z,
658,Fix race condition in thread management,New,2024-12-27T03:25:17.053Z,2024-12-28T20:16:49.313Z,
659,Update front-end library versions,New,2024-12-27T03:25:17.547Z,2024-12-28T20:16:50.497Z,
660,Debug performance issue in report generation,New,2024-12-27T03:25:17.93Z,2024-12-28T20:16:51.693Z,
661,Update translations for new language,New,2024-12-27T03:25:18.277Z,2024-12-28T20:16:52.89Z,
662,Optimize image loading,New,2024-12-27T03:25:18.707Z,2024-12-28T20:16:54.08Z,
663,Integrate payment gateway,New,2024-12-27T03:25:19.653Z,2024-12-28T20:16:55.27Z,
664,Fix memory leak in module X,New,2024-12-27T03:25:20.35Z,2024-12-28T20:16:56.493Z,
665,Optimize image loading,New,2024-12-27T03:25:20.847Z,2024-12-28T20:16:57.71Z,
666,Add tooltip for new button,New,2024-12-27T03:25:21.33Z,2024-12-28T20:16:58.923Z,
667,Integrate payment gateway,New,2024-12-27T03:25:22.117Z,2024-12-28T20:17:00.12Z,
668,Improve UI responsiveness,New,2024-12-27T03:25:22.313Z,2024-12-28T20:17:01.363Z,
669,Improve UI responsiveness,New,2024-12-27T03:25:22.523Z,2024-12-28T20:17:02.6Z,
670,Write integration tests,New,2024-12-27T03:25:22.893Z,2024-12-28T20:17:03.757Z,
671,Improve SEO for landing page,New,2024-12-27T03:25:23.543Z,2024-12-28T20:17:04.953Z,
672,Set up logging for analytics,New,2024-12-27T03:25:24.85Z,2024-12-28T20:17:06.28Z,
673,Resolve merge conflicts,New,2024-12-27T03:25:25.07Z,2024-12-28T20:17:07.46Z,
674,Fix session expiration issue,New,2024-12-27T03:25:25.273Z,2024-12-28T20:17:08.68Z,
675,Update translations for new language,New,2024-12-27T03:25:25.487Z,2024-12-28T20:17:09.963Z,
676,Optimize database queries,New,2024-12-27T03:25:25.817Z,2024-12-28T20:17:11.2Z,
677,Configure CI/CD pipeline,New,2024-12-27T03:25:26.15Z,2024-12-28T20:17:12.397Z,
678,Set up logging for analytics,New,2024-12-27T03:25:26.353Z,2024-12-28T20:17:13.603Z,
679,Improve error handling in service Y,New,2024-12-27T03:25:27.02Z,2024-12-28T20:17:14.787Z,
680,Implement dark mode toggle,New,2024-12-27T03:25:28.013Z,2024-12-28T20:17:16.003Z,
681,Improve SEO for landing page,New,2024-12-27T03:25:28.58Z,2024-12-28T20:17:17.207Z,
682,Optimize image loading,New,2024-12-27T03:25:28.963Z,2024-12-28T20:17:18.427Z,
683,Document deployment process,New,2024-12-27T03:25:29.423Z,2024-12-28T20:17:19.96Z,
684,Set up logging for analytics,New,2024-12-27T03:25:29.77Z,2024-12-28T20:17:21.177Z,
685,Optimize database queries,New,2024-12-27T03:25:30.52Z,2024-12-28T20:17:22.37Z,
686,Improve error handling in service Y,New,2024-12-27T03:25:30.69Z,2024-12-28T20:17:23.573Z,
687,Redesign homepage layout,New,2024-12-27T03:25:31.837Z,2024-12-28T20:17:24.76Z,
688,Update README with latest changes,New,2024-12-27T03:25:32.033Z,2024-12-28T20:17:25.96Z,
689,Document deployment process,New,2024-12-27T03:25:32.217Z,2024-12-28T20:17:27.157Z,
690,Update front-end library versions,New,2024-12-27T03:25:32.72Z,2024-12-28T20:17:28.38Z,
691,Configure CI/CD pipeline,New,2024-12-27T03:25:34.45Z,2024-12-28T20:17:29.603Z,
692,Integrate payment gateway,New,2024-12-27T03:25:37.253Z,2024-12-28T20:17:30.803Z,
693,Improve SEO for landing page,New,2024-12-27T03:25:38.22Z,2024-12-28T20:17:32.003Z,
694,Set up logging for analytics,New,2024-12-27T03:25:39.253Z,2024-12-28T20:17:33.21Z,
695,Debug performance issue in report generation,New,2024-12-27T03:25:39.627Z,2024-12-28T20:17:34.41Z,
696,Optimize database queries,New,2024-12-27T03:25:40.777Z,2024-12-28T20:17:35.603Z,
697,Implement pagination in results,New,2024-12-27T03:25:40.987Z,2024-12-28T20:17:36.82Z,
698,Implement dark mode toggle,New,2024-12-27T03:25:41.34Z,2024-12-28T20:17:38.03Z,
699,Update API documentation,New,2024-12-27T03:25:41.71Z,2024-12-28T20:17:39.233Z,
700,Migrate database schema,New,2024-12-27T03:25:41.9Z,2024-12-28T20:17:40.43Z,
701,Implement pagination in results,New,2024-12-27T03:25:42.413Z,2024-12-28T20:17:41.663Z,
702,Document deployment process,New,2024-12-27T03:25:42.78Z,2024-12-28T20:17:42.86Z,
703,Redesign homepage layout,New,2024-12-27T03:25:43.737Z,2024-12-28T20:17:44.043Z,
704,Improve UI responsiveness,New,2024-12-27T03:25:44.797Z,2024-12-28T20:17:45.24Z,
705,Add unit tests for new feature,New,2024-12-27T03:25:45.547Z,2024-12-28T20:17:46.47Z,
706,Update API documentation,New,2024-12-27T03:25:45.73Z,2024-12-28T20:17:47.703Z,
707,Implement role-based access control,New,2024-12-27T03:25:45.9Z,2024-12-28T20:17:48.943Z,
708,Implement pagination in results,New,2024-12-27T03:25:46.09Z,2024-12-28T20:17:50.147Z,
709,Improve UI responsiveness,New,2024-12-27T03:25:46.32Z,2024-12-28T20:17:51.36Z,
710,Implement dark mode toggle,New,2024-12-27T03:25:46.51Z,2024-12-28T20:17:52.557Z,
711,Optimize image loading,New,2024-12-27T03:25:50.377Z,2024-12-28T20:17:53.743Z,
712,Implement caching for API,New,2024-12-27T03:25:51.213Z,2024-12-28T20:17:54.99Z,
713,Set up logging for analytics,New,2024-12-27T03:25:51.39Z,2024-12-28T20:17:56.187Z,
714,Implement pagination in results,New,2024-12-27T03:25:51.88Z,2024-12-28T20:17:57.39Z,
715,Improve SEO for landing page,New,2024-12-27T03:25:52.7Z,2024-12-28T20:17:58.593Z,
716,Fix race condition in thread management,New,2024-12-27T03:25:53.22Z,2024-12-28T20:17:59.807Z,
717,Improve error handling in service Y,New,2024-12-27T03:25:53.83Z,2024-12-28T20:18:01.017Z,
718,Refactor user authentication module,New,2024-12-27T03:25:54.46Z,2024-12-28T20:18:02.2Z,
719,Improve UI responsiveness,New,2024-12-27T03:25:54.657Z,2024-12-28T20:18:03.413Z,
720,Add tooltip for new button,New,2024-12-27T03:25:55.553Z,2024-12-28T20:18:04.59Z,
721,Resolve merge conflicts,New,2024-12-27T03:25:55.753Z,2024-12-28T20:18:05.793Z,
722,Improve error handling in service Y,New,2024-12-27T03:25:57Z,2024-12-28T20:18:07.027Z,
723,Document deployment process,New,2024-12-27T03:25:57.237Z,2024-12-28T20:18:08.237Z,
724,Update API documentation,New,2024-12-27T03:25:57.987Z,2024-12-28T20:18:09.45Z,
725,Add input validation for form Z,New,2024-12-27T03:25:58.183Z,2024-12-28T20:18:10.667Z,
726,Optimize image loading,New,2024-12-27T03:25:58.4Z,2024-12-28T20:18:11.897Z,
727,Document deployment process,New,2024-12-27T03:25:58.62Z,2024-12-28T20:18:13.157Z,
728,Add input validation for form Z,New,2024-12-27T03:25:58.857Z,2024-12-28T20:18:14.377Z,
729,Event Listener Memory Leak,New,2024-12-27T03:29:16.15Z,2024-12-28T19:31:39.017Z,
730,"As a user, I want to set my timezone",Closed,2024-12-27T03:29:16.39Z,2024-12-28T19:38:43.033Z,
731,"As a user, I want to filter search results",Closed,2024-12-27T03:29:16.94Z,2024-12-28T19:38:44.23Z,
732,Implement caching for API,New,2024-12-27T03:29:17.253Z,2024-12-28T20:18:15.573Z,
733,"As a user, I need file upload capability",New,2024-12-27T03:29:18.18Z,2024-12-28T19:38:45.43Z,
734,Document deployment process,New,2024-12-27T03:29:18.863Z,2024-12-28T20:18:16.783Z,
735,Error on Data Import,New,2024-12-27T03:29:19.07Z,2024-12-28T19:31:40.2Z,
736,"As an admin, I need to view system analytics",New,2024-12-27T03:29:19.273Z,2024-12-28T19:38:46.627Z,
737,"As a user, I want to set my timezone",Closed,2024-12-27T03:29:20.163Z,2024-12-28T19:38:47.807Z,
738,Database Deadlock Occurrence,New,2024-12-27T03:29:20.387Z,2024-12-28T19:31:41.37Z,
739,Fix race condition in thread management,New,2024-12-27T03:29:20.603Z,2024-12-28T20:18:17.987Z,
740,"As a user, I need file upload capability",New,2024-12-27T03:29:20.827Z,2024-12-28T19:38:49.02Z,
741,"As a guest, I need limited access",Closed,2024-12-27T03:29:21.62Z,2024-12-28T19:38:50.24Z,
742,"As a user, I want to set my timezone",Closed,2024-12-27T03:29:21.8Z,2024-12-28T19:38:51.62Z,
743,"As a user, I need to tag items",New,2024-12-27T03:29:22.82Z,2024-12-28T19:38:52.81Z,
744,Dropdown Menu Not Working,New,2024-12-27T03:29:23.12Z,2024-12-28T19:31:42.573Z,
745,"As a user, I want a mobile-friendly version",Active,2024-12-27T03:29:23.643Z,2024-12-28T19:38:54.003Z,
746,"As a user, I want to reset my password",Closed,2024-12-27T03:29:24.01Z,2024-12-28T19:38:55.21Z,
747,"As a user, I need multi-language support",New,2024-12-27T03:29:24.41Z,2024-12-28T19:38:56.46Z,
748,"As a user, I need to tag items",New,2024-12-27T03:29:24.987Z,2024-12-28T19:38:57.67Z,
749,"As a user, I want to deactivate my account",New,2024-12-27T03:29:25.287Z,2024-12-28T19:38:58.87Z,
750,"As a user, I want to customize my dashboard",New,2024-12-27T03:29:25.493Z,2024-12-28T19:39:00.097Z,
751,"As a developer, I want to access API documentation",Resolved,2024-12-27T03:29:25.74Z,2024-12-28T19:39:01.297Z,
752,"As a user, I want to see my order history",Closed,2024-12-27T03:29:25.99Z,2024-12-28T19:39:02.527Z,
753,"As a user, I need keyboard shortcuts",New,2024-12-27T03:29:26.86Z,2024-12-28T19:39:03.733Z,
754,Unexpected Logout,New,2024-12-27T03:29:27.363Z,2024-12-28T19:31:43.79Z,
755,"As a manager, I want to generate reports",Resolved,2024-12-27T03:29:27.567Z,2024-12-28T19:39:04.947Z,
756,Null Pointer Exception Detected,New,2024-12-27T03:29:28.163Z,2024-12-28T19:31:45.013Z,
757,"As a user, I need multi-language support",Active,2024-12-27T03:29:28.517Z,2024-12-28T19:39:06.133Z,
758,"As an admin, I want to monitor system logs",Resolved,2024-12-27T03:29:29.59Z,2024-12-28T19:39:07.333Z,
759,"As a user, I want to deactivate my account",Closed,2024-12-27T03:29:29.79Z,2024-12-28T19:39:08.517Z,
760,Fix race condition in thread management,New,2024-12-27T03:29:29.967Z,2024-12-28T20:18:19.29Z,
761,"As an admin, I need to manage user roles",Closed,2024-12-27T03:29:30.183Z,2024-12-28T19:39:09.733Z,
762,"As a developer, I want to access API documentation",Closed,2024-12-27T03:29:30.407Z,2024-12-28T19:39:10.917Z,
763,Add tooltip for new button,New,2024-12-27T03:29:30.617Z,2024-12-28T20:18:20.457Z,
764,Unexpected Logout,New,2024-12-27T03:29:30.81Z,2024-12-28T19:31:46.197Z,
765,"As a guest, I need limited access",Active,2024-12-27T03:29:31.213Z,2024-12-28T19:39:12.113Z,
766,"As a user, I want to filter search results",Resolved,2024-12-27T03:29:31.4Z,2024-12-28T19:39:13.29Z,
767,"As a user, I want to customize my dashboard",Resolved,2024-12-27T03:29:32.183Z,2024-12-28T19:39:14.543Z,
768,Update API documentation,New,2024-12-27T03:29:32.683Z,2024-12-28T20:18:21.65Z,
769,Memory Leak in Module X,New,2024-12-27T03:29:32.893Z,2024-12-28T19:31:47.393Z,
770,Fix memory leak in module X,New,2024-12-27T03:29:33.087Z,2024-12-28T20:18:22.82Z,
771,UI Freezing on Button Click,New,2024-12-27T03:29:33.303Z,2024-12-28T19:31:48.643Z,
772,CSS Styling Missing,New,2024-12-27T03:29:33.483Z,2024-12-28T19:16:15.047Z,
773,"As a user, I need keyboard shortcuts",New,2024-12-27T03:29:34.59Z,2024-12-28T19:39:15.803Z,
774,"As a user, I want to reset my password",Closed,2024-12-27T03:29:34.76Z,2024-12-28T19:39:17.013Z,
775,"As a user, I want a mobile-friendly version",Closed,2024-12-27T03:29:34.967Z,2024-12-28T19:23:47.687Z,
776,"As a manager, I want to generate reports",Active,2024-12-27T03:29:35.167Z,2024-12-28T19:39:19.363Z,
777,"As an admin, I want to monitor system logs",Closed,2024-12-27T03:29:35.39Z,2024-12-28T19:39:20.583Z,
778,API Timeout Error,New,2024-12-27T03:29:35.593Z,2024-12-28T19:31:51.02Z,
779,Search Results Not Accurate,New,2024-12-27T03:29:35.797Z,2024-12-28T19:31:52.213Z,
780,High Latency in Requests,New,2024-12-27T03:29:36.147Z,2024-12-28T19:31:53.417Z,
781,"As a user, I need keyboard shortcuts",Closed,2024-12-27T03:29:36.337Z,2024-12-28T19:39:21.833Z,
782,"As a user, I want to deactivate my account",Closed,2024-12-27T03:29:36.763Z,2024-12-28T19:39:23.13Z,
783,"As a user, I want to receive notifications",Active,2024-12-27T03:29:36.943Z,2024-12-28T19:39:24.343Z,
784,"As a user, I want a dark mode option",Active,2024-12-27T03:29:37.127Z,2024-12-28T19:39:25.563Z,
785,"As a developer, I need detailed error logs",Active,2024-12-27T03:29:37.48Z,2024-12-28T19:39:26.773Z,
786,Data Not Saving Properly,New,2024-12-27T03:29:37.81Z,2024-12-28T19:31:54.647Z,
787,"As a user, I need autocomplete for forms",New,2024-12-27T03:29:37.99Z,2024-12-28T19:39:27.99Z,
788,API Timeout Error,New,2024-12-27T03:29:38.173Z,2024-12-28T19:31:55.817Z,
789,"As a user, I need autocomplete for forms",Resolved,2024-12-27T03:29:38.5Z,2024-12-28T19:39:29.173Z,
790,Event Listener Memory Leak,New,2024-12-27T03:29:39.027Z,2024-12-28T19:31:56.993Z,
791,Resolve merge conflicts,New,2024-12-27T03:29:39.2Z,2024-12-28T20:18:24.02Z,
792,"As a user, I want to export data",New,2024-12-27T03:29:39.377Z,2024-12-28T19:39:30.41Z,
793,Fix session expiration issue,New,2024-12-27T03:29:39.547Z,2024-12-28T20:18:27.9Z,
794,Fix race condition in thread management,New,2024-12-27T03:29:39.747Z,2024-12-28T20:18:29.113Z,
795,"As a user, I want a dark mode option",New,2024-12-27T03:29:40.273Z,2024-12-28T19:39:31.627Z,
796,"As a user, I want to filter search results",Closed,2024-12-27T03:29:40.63Z,2024-12-28T19:39:32.84Z,
797,"As a user, I need to tag items",New,2024-12-27T03:29:41.403Z,2024-12-28T19:39:34.043Z,
798,"As a guest, I need limited access",Closed,2024-12-27T03:29:41.6Z,2024-12-28T19:39:35.257Z,
799,"As an admin, I need to view system analytics",New,2024-12-27T03:29:42.263Z,2024-12-28T19:39:36.457Z,
800,"As an admin, I need to schedule tasks",Active,2024-12-27T03:29:42.98Z,2024-12-28T19:39:37.65Z,
801,Add tooltip for new button,New,2024-12-27T03:29:43.163Z,2024-12-28T20:18:30.333Z,
802,"As an admin, I need to manage user roles",New,2024-12-27T03:29:43.53Z,2024-12-28T19:39:38.823Z,
803,"As an admin, I need to manage user roles",Resolved,2024-12-27T03:29:44Z,2024-12-28T19:39:40.033Z,
804,"As a manager, I want to generate reports",New,2024-12-27T03:29:44.6Z,2024-12-28T19:39:41.237Z,
805,Improve SEO for landing page,New,2024-12-27T03:29:45.003Z,2024-12-28T20:18:31.563Z,
806,"As a user, I want to customize my dashboard",Resolved,2024-12-27T03:29:45.74Z,2024-12-28T19:39:42.43Z,
807,"As a user, I want a mobile-friendly version",New,2024-12-27T03:29:46.117Z,2024-12-28T19:39:43.637Z,
808,Refactor user authentication module,New,2024-12-27T03:29:46.727Z,2024-12-28T20:18:32.777Z,
809,"As a user, I want to reset my password",Resolved,2024-12-27T03:29:46.93Z,2024-12-28T19:39:44.92Z,
810,Optimize image loading,New,2024-12-27T03:29:47.27Z,2024-12-28T20:18:33.95Z,
811,Backend Service Not Responding,New,2024-12-27T03:29:47.45Z,2024-12-28T19:31:58.237Z,
812,Backend Service Not Responding,New,2024-12-27T03:29:47.633Z,2024-12-28T19:16:24.727Z,
813,"As a guest, I want to browse the site without login",Closed,2024-12-27T03:29:48.307Z,2024-12-28T19:39:46.15Z,
814,"As a user, I need keyboard shortcuts",Resolved,2024-12-27T03:29:48.667Z,2024-12-28T19:39:47.35Z,
815,"As a developer, I need detailed error logs",Closed,2024-12-27T03:29:49.067Z,2024-12-28T19:39:48.543Z,
816,"As a user, I want to customize my dashboard",Active,2024-12-27T03:29:49.383Z,2024-12-28T19:39:49.74Z,
817,Improve error handling in service Y,New,2024-12-27T03:29:49.767Z,2024-12-28T20:18:35.11Z,
818,"As a user, I need file upload capability",Resolved,2024-12-27T03:29:49.99Z,2024-12-28T19:39:50.927Z,
819,Event Listener Memory Leak,New,2024-12-27T03:29:50.383Z,2024-12-28T19:32:00.63Z,
820,"As a user, I need keyboard shortcuts",Closed,2024-12-27T03:29:52.21Z,2024-12-28T19:39:52.097Z,
821,"As a guest, I need limited access",Resolved,2024-12-27T03:29:52.397Z,2024-12-28T19:39:53.283Z,
822,"As a user, I need two-factor authentication",Resolved,2024-12-27T03:29:52.737Z,2024-12-28T19:39:54.493Z,
823,"As a manager, I want to generate reports",Resolved,2024-12-27T03:29:53.377Z,2024-12-28T19:39:55.713Z,
824,Memory Leak in Module X,New,2024-12-27T03:29:54.09Z,2024-12-28T19:32:01.85Z,
825,"As a user, I want to deactivate my account",Active,2024-12-27T03:29:54.8Z,2024-12-28T19:39:56.943Z,
826,Integrate payment gateway,New,2024-12-27T03:29:55Z,2024-12-28T20:18:36.29Z,
827,Error on Data Import,New,2024-12-27T03:29:55.567Z,2024-12-28T19:32:04.073Z,
828,"As a user, I want to save items to a wishlist",Active,2024-12-27T03:29:55.95Z,2024-12-28T19:39:58.14Z,
829,Update translations for new language,New,2024-12-27T03:30:16.7Z,2024-12-28T20:18:37.487Z,
830,"As an admin, I need to manage user roles",Closed,2024-12-27T03:30:17.21Z,2024-12-28T19:39:59.33Z,
831,"As a user, I need keyboard shortcuts",New,2024-12-27T03:30:17.607Z,2024-12-28T19:40:00.57Z,
832,"As a user, I need multi-language support",Resolved,2024-12-27T03:30:18.507Z,2024-12-28T19:40:01.787Z,
833,File Upload Fails,New,2024-12-27T03:30:18.7Z,2024-12-28T19:32:05.27Z,
834,File Upload Fails,New,2024-12-27T03:30:19.193Z,2024-12-28T19:32:06.517Z,
835,"As a user, I need keyboard shortcuts",Resolved,2024-12-27T03:30:19.413Z,2024-12-28T19:40:03.007Z,
836,"As a guest, I need limited access",Active,2024-12-27T03:30:19.597Z,2024-12-28T19:40:04.46Z,
837,"As a user, I need file upload capability",New,2024-12-27T03:30:19.77Z,2024-12-28T19:40:05.743Z,
838,"As a user, I need multi-language support",Resolved,2024-12-27T03:30:19.947Z,2024-12-28T19:40:06.97Z,
839,Add input validation for form Z,New,2024-12-27T03:30:20.147Z,2024-12-28T20:18:38.697Z,
840,"As a user, I want to reset my password",Resolved,2024-12-27T03:30:20.33Z,2024-12-28T19:40:08.183Z,
841,"As an admin, I want to monitor system logs",New,2024-12-27T03:30:20.503Z,2024-12-28T19:40:09.413Z,
842,Auto-suggestion Not Working,New,2024-12-27T03:30:20.903Z,2024-12-28T19:32:07.75Z,
843,"As a user, I want to receive notifications",Active,2024-12-27T03:30:21.103Z,2024-12-28T19:40:10.62Z,
844,Backend Service Not Responding,New,2024-12-27T03:30:21.3Z,2024-12-28T19:32:08.943Z,
845,"As a user, I need to change my email address",New,2024-12-27T03:30:21.49Z,2024-12-28T19:40:11.883Z,
846,"As a user, I need two-factor authentication",Closed,2024-12-27T03:30:22.307Z,2024-12-28T19:40:13.13Z,
847,Null Pointer Exception Detected,New,2024-12-27T03:30:22.64Z,2024-12-28T19:32:10.15Z,
848,"As a user, I need autocomplete for forms",Resolved,2024-12-27T03:30:22.82Z,2024-12-28T19:40:14.35Z,
849,Null Pointer Exception Detected,New,2024-12-27T03:30:23.167Z,2024-12-28T19:32:11.357Z,
850,"As a user, I need multi-language support",Closed,2024-12-27T03:30:24.72Z,2024-12-28T19:40:15.583Z,
851,Fix session expiration issue,New,2024-12-27T03:30:25.137Z,2024-12-28T20:18:39.88Z,
852,"As a developer, I need detailed error logs",Resolved,2024-12-27T03:30:25.35Z,2024-12-28T19:40:16.79Z,
853,Write integration tests,New,2024-12-27T03:30:25.963Z,2024-12-28T20:18:41.073Z,
854,Backend Service Not Responding,New,2024-12-27T03:30:26.18Z,2024-12-28T19:32:12.563Z,
855,"As a guest, I need limited access",Closed,2024-12-27T03:30:26.97Z,2024-12-28T19:40:18Z,
856,"As a user, I need keyboard shortcuts",Active,2024-12-27T03:30:27.32Z,2024-12-28T19:40:19.247Z,
857,UI Alignment Issue on Dashboard,New,2024-12-27T03:30:27.54Z,2024-12-28T19:32:13.76Z,
858,Add input validation for form Z,New,2024-12-27T03:30:27.727Z,2024-12-28T20:18:42.27Z,
859,"As a user, I need two-factor authentication",Active,2024-12-27T03:30:27.933Z,2024-12-28T19:40:20.473Z,
860,"As a user, I need file upload capability",Resolved,2024-12-27T03:30:28.433Z,2024-12-28T19:40:21.673Z,
861,Broken Pagination Controls,New,2024-12-27T03:30:28.613Z,2024-12-28T19:32:14.94Z,
862,"As an admin, I want to monitor system logs",Active,2024-12-27T03:30:29.327Z,2024-12-28T19:40:22.91Z,
863,"As a user, I need file upload capability",Closed,2024-12-27T03:30:29.543Z,2024-12-28T19:40:24.123Z,
864,Add tooltip for new button,New,2024-12-27T03:30:29.74Z,2024-12-28T20:18:43.493Z,
865,Language Translation Incorrect,New,2024-12-27T03:30:30.107Z,2024-12-28T19:32:16.113Z,
866,"As a user, I need multi-language support",New,2024-12-27T03:30:30.29Z,2024-12-28T19:40:25.32Z,
867,"As a user, I want to deactivate my account",New,2024-12-27T03:30:30.493Z,2024-12-28T19:40:26.52Z,
868,"As a user, I want to customize my dashboard",New,2024-12-27T03:30:30.86Z,2024-12-28T19:40:27.717Z,
869,Improve UI responsiveness,New,2024-12-27T03:30:31.077Z,2024-12-28T20:18:44.803Z,
870,Redesign homepage layout,New,2024-12-27T03:30:31.813Z,2024-12-28T20:18:46.02Z,
871,"As a guest, I need limited access",New,2024-12-27T03:30:32.56Z,2024-12-28T19:40:28.93Z,
872,"As a user, I want to deactivate my account",Closed,2024-12-27T03:30:33.307Z,2024-12-28T19:40:30.123Z,
873,Migrate database schema,New,2024-12-27T03:30:33.813Z,2024-12-28T20:18:47.237Z,
874,Session Cookie Not Set,New,2024-12-27T03:30:34.023Z,2024-12-28T19:32:17.303Z,
875,"As an admin, I need to schedule tasks",Active,2024-12-27T03:30:34.91Z,2024-12-28T19:40:31.317Z,
876,Database Deadlock Occurrence,New,2024-12-27T03:30:35.637Z,2024-12-28T19:32:18.51Z,
877,File Upload Fails,New,2024-12-27T03:30:35.8Z,2024-12-28T19:32:19.74Z,
878,"As a user, I need to view my profile information",Resolved,2024-12-27T03:30:36Z,2024-12-28T19:40:32.54Z,
879,Invalid Error Message Display,New,2024-12-27T03:30:36.17Z,2024-12-28T19:32:21.057Z,
880,UI Freezing on Button Click,New,2024-12-27T03:30:36.367Z,2024-12-28T19:32:22.277Z,
881,Debug performance issue in report generation,New,2024-12-27T03:30:36.61Z,2024-12-28T20:18:48.43Z,
882,Resolve merge conflicts,New,2024-12-27T03:30:36.793Z,2024-12-28T20:18:49.643Z,
883,"As a user, I want to customize my dashboard",New,2024-12-27T03:30:36.987Z,2024-12-28T19:40:33.767Z,
884,"As a user, I want to deactivate my account",Active,2024-12-27T03:30:37.18Z,2024-12-28T19:40:34.963Z,
885,"As a user, I want a mobile-friendly version",Closed,2024-12-27T03:30:37.377Z,2024-12-28T19:40:36.143Z,
886,Add input validation for form Z,New,2024-12-27T03:30:37.723Z,2024-12-28T20:18:50.84Z,
887,"As a guest, I need limited access",Active,2024-12-27T03:30:38.22Z,2024-12-28T19:40:37.357Z,
888,"As a guest, I want to browse the site without login",Active,2024-12-27T03:30:38.433Z,2024-12-28T19:40:38.583Z,
889,API Timeout Error,New,2024-12-27T03:30:38.803Z,2024-12-28T19:32:23.47Z,
890,"As an admin, I need to view system analytics",Active,2024-12-27T03:30:39.193Z,2024-12-28T19:40:39.92Z,
891,Incorrect User Role Assignment,New,2024-12-27T03:30:39.403Z,2024-12-28T19:32:24.7Z,
892,Fix memory leak in module X,New,2024-12-27T03:30:39.573Z,2024-12-28T20:18:52.047Z,
893,API Timeout Error,New,2024-12-27T03:30:39.78Z,2024-12-28T19:32:25.89Z,
894,Set up logging for analytics,New,2024-12-27T03:30:40.003Z,2024-12-28T20:18:53.233Z,
895,"As a user, I want to receive notifications",Closed,2024-12-27T03:30:41.023Z,2024-12-28T19:40:41.09Z,
896,Memory Leak in Module X,New,2024-12-27T03:30:41.913Z,2024-12-28T19:32:27.097Z,
897,"As an admin, I need to schedule tasks",Closed,2024-12-27T03:30:42.597Z,2024-12-28T19:40:42.297Z,
898,"As a developer, I need detailed error logs",New,2024-12-27T03:30:42.93Z,2024-12-28T19:40:43.517Z,
899,Document deployment process,New,2024-12-27T03:30:43.617Z,2024-12-28T20:18:54.45Z,
900,"As a user, I want a dark mode option",New,2024-12-27T03:30:43.773Z,2024-12-28T19:40:44.717Z,
901,"As an admin, I need to schedule tasks",Resolved,2024-12-27T03:30:43.95Z,2024-12-28T19:40:45.94Z,
